"OBJECTID","TIPO","NOMBRE","SHAPE_Length","INICIOX","INICIOY","FINALX","FINALY","CENTROIDEX","CENTROIDEY"
23949,"","PASEO DEL VALLE",401.979375,661754.641534,2292980.159645,662154.795390,2292944.548765,661955.025504,2292966.619699
23950,"","CIRCUITO DE LA ROSA",395.747949,661770.572670,2293053.255581,662164.166654,2293012.021917,661967.369662,2293032.638749
23951,"","CIRCUITO DE LA ROSA",307.987417,661839.920126,2292906.126493,662146.361214,2292878.012573,661993.222246,2292894.215001
23952,"","CIRCUITO DE LA ROSA",122.256470,661836.171646,2293040.135837,661830.548862,2292918.309149,661834.297470,2292979.041665
23953,"","CIRCUITO DE LA ROSA",197.805567,662167.563774,2293041.541533,662145.951230,2292844.920221,662156.757502,2292943.230877
23954,"","COTO GRANADA",110.191197,658429.288315,2299061.320483,658487.534843,2298987.278371,658479.807417,2299039.335367
23955,"","COTO GRANADA",98.064136,658413.986299,2299027.754787,658495.926267,2298977.405987,658458.647293,2299007.517710
23956,"","COTO GRANADA",68.917174,658409.050107,2299019.856931,658437.679867,2299082.545955,658423.364987,2299051.201443
23957,"","COTO MALAGA",116.812909,658396.216187,2298994.682531,658491.483771,2298930.018979,658449.303768,2298970.330474
23958,"","COTO SEVILLA",89.097285,658364.624891,2298927.551011,658437.679867,2298879.176739,658405.449197,2298909.719645
23959,"","COTO SEVILLA",65.366103,658347.348347,2298887.074595,658374.990715,2298946.308259,658361.169524,2298916.691430
23960,"","COTO SEVILLA",74.194236,658351.297275,2298893.491619,658412.011899,2298853.015203,658385.295023,2298878.647451
23961,"","COTO MALAGA",132.013780,658394.735355,2298990.733603,658463.841403,2298906.325539,658412.457341,2298946.835159
23962,"","COTO TENERIFE",52.344101,658168.659835,2298884.112931,658187.417211,2298932.980771,658178.038523,2298908.546851
23963,"","COTO TENERIFE",59.219230,658203.212923,2298871.772579,658224.438267,2298927.057315,658213.825595,2298899.414947
23964,"","COTO TENERIFE",55.994299,658180.506619,2298935.942435,658235.791483,2298927.057315,658208.149051,2298931.499875
23965,"","COTO IBIZA",68.752509,658238.259579,2298858.444963,658262.940283,2298922.614819,658250.599931,2298890.529891
23966,"","COTO IBIZA",77.682330,658260.472187,2298907.806371,658273.799803,2298844.130083,658287.227367,2298880.576435
23967,"","AV. GUADALAJARA",232.618025,658146.404475,2298866.039587,658364.986363,2298786.458787,658255.695419,2298826.249187
23968,"","COTO GALICIA",99.284024,658153.851387,2298840.674851,658121.272827,2298746.888099,658137.562110,2298793.781474
23969,"","COTO GALICIA",92.095766,658187.417211,2298824.879139,658158.294011,2298737.509411,658172.855611,2298781.194275
23970,"","COTO GALICIA",97.335967,658167.179003,2298736.522147,658230.361723,2298810.564259,658198.770363,2298773.543203
23971,"","COTO GALICIA",72.588153,658113.375099,2298749.849763,658181.987451,2298726.156195,658147.681276,2298738.002982
23972,"","COTO MARSELLA",80.076713,658125.715451,2298739.483811,658100.541051,2298663.467171,658113.128251,2298701.475491
23973,"","COTO MARSELLA",119.856669,658119.791995,2298709.373347,658221.970299,2298652.114083,658176.473534,2298689.915485
23974,"","COTO MARSELLA",104.743614,658106.958075,2298673.833123,658197.289467,2298625.458851,658156.642323,2298657.271671
23975,"","COTO CORCEGA",64.317853,658076.353915,2298596.829218,658097.579387,2298657.543843,658086.966651,2298627.186531
23976,"","COTO CORCEGA",90.796255,658095.111291,2298639.773731,658173.102459,2298597.322786,658138.016637,2298624.937249
23977,"","COTO CORCEGA",76.954797,658081.783675,2298604.233378,658154.838651,2298580.046370,658118.311163,2298592.139874
23978,"","AV. LOS DURAZNOS",277.931171,658091.853435,2298968.530595,658138.512635,2299239.942051,658096.914562,2299107.348558
23979,"","CALZADA DEL CAPULIN",235.379487,658066.881019,2299262.285859,658296.233467,2299216.283939,658181.370328,2299235.026479
23980,"","AV. DE LAS PALOMAS",915.999796,657763.813114,2299639.183395,657641.381370,2298733.785891,657721.505509,2299183.143332
23981,"","PASEO DE LAS PALOMAS",266.891156,657597.783802,2298773.800227,657645.561978,2299035.983267,657620.334396,2298905.314809
23982,"","VALLE PALOMAS",124.740550,657551.199994,2299253.374115,657675.423354,2299242.026787,657613.311674,2299247.700451
23983,"","RIO PALOMAS",112.197853,657566.130682,2299293.985699,657677.812346,2299283.235619,657621.971514,2299288.610659
23984,"","PASEO DE LAS PALOMAS",593.309260,657655.117562,2299059.275171,657714.840442,2299648.738979,657687.013818,2299353.396188
23985,"","BAHIA PALOMA",122.902675,657586.436474,2299613.502627,657708.868090,2299602.752419,657647.652282,2299608.127523
23986,"","LAGO PALOMA",114.039235,657590.617082,2299572.891043,657704.090362,2299561.543715,657647.353722,2299567.217379
23987,"","CAÑADA PALOMA",112.736897,657582.853114,2299498.834851,657695.131898,2299488.681891,657638.992506,2299493.758371
23988,"","CAÑADA PALOMA",71.430512,657705.881978,2299525.710115,657776.952058,2299518.543395,657741.417022,2299522.126790
23989,"","PLAZA PALOMA",122.307843,657570.908538,2299459.417763,657692.743034,2299448.667683,657631.825786,2299454.042723
23990,"","CERRO DE LAS PALOMAS",151.721709,657592.408698,2299612.308131,657578.672506,2299461.209507,657585.540602,2299536.758819
23991,"","CAMINO PALOMA",122.256807,657566.130682,2299419.403555,657687.965178,2299409.250595,657627.047930,2299414.327075
23992,"","SIERRA PALOMA",115.170455,657570.908538,2299379.389219,657685.576186,2299368.639139,657628.242362,2299374.014179
23993,"","BOSQUE PALOMAS",80.348800,657610.922746,2299372.222499,657603.756026,2299292.193955,657607.339386,2299332.208227
23994,"","RIO PALOMAS",72.680452,657687.965178,2299325.041571,657760.229754,2299317.277603,657724.097469,2299321.159615
23995,"","BAHIA PALOMA",0.000000,1.#QNAN0,1.#QNAN0,1.#QNAN0,1.#QNAN0,1.#QNAN0,1.#QNAN0
23996,"","LAGO PALOMA",0.000000,1.#QNAN0,1.#QNAN0,1.#QNAN0,1.#QNAN0,1.#QNAN0,1.#QNAN0
23997,"","CAÑADA PALOMA",0.000000,1.#QNAN0,1.#QNAN0,1.#QNAN0,1.#QNAN0,1.#QNAN0,1.#QNAN0
23998,"","PLAZA PALOMA",0.000000,1.#QNAN0,1.#QNAN0,1.#QNAN0,1.#QNAN0,1.#QNAN0,1.#QNAN0
23999,"","PRADOS DE LOS PINOS",857.924350,654592.293495,2299636.088355,655412.468984,2299391.569571,654997.253287,2299498.780463
24000,"","PRADOS DE LA PRESA",307.368648,654913.035000,2299521.845539,655027.215096,2299807.093796,654967.299476,2299665.630928
24001,"","PRADOS DE SOLEDAD",134.725804,654813.379703,2299653.374371,654939.260152,2299605.362339,654876.319928,2299629.368355
24002,"","PRADO DE NEXTIPAC",101.999412,654863.409144,2299690.896419,654959.029752,2299655.391779,654911.219448,2299673.144099
24003,"","PASEO DE LAS ROSAS",301.426185,654768.595319,2299563.805603,654981.220216,2299711.069604,654850.932125,2299686.695171
24004,"","CUSPIDE SUR",383.268360,657154.888826,2301933.943590,657512.606074,2302041.606054,657331.656093,2301978.515045
24005,"","CUSPIDE NORTE",352.797558,657499.871738,2302079.423014,657166.851322,2301985.266598,657333.224012,2302021.586478
24006,"","CIRCUITO CRESTA",84.200955,657200.809338,2301927.769510,657251.360506,2301894.969126,657214.330498,2301887.899365
24007,"","CIRCUITO CRESTA",47.112976,657250.974714,2301895.740838,657235.153274,2301940.117798,657243.063994,2301917.929318
24008,"","PRIVADA ALPES",74.024427,657164.150138,2301914.649254,657179.199738,2301870.272294,657159.729396,2301877.901995
24009,"","PRIVADA ALPES",43.688910,657166.465402,2301912.719910,657180.743290,2301871.429926,657173.604346,2301892.074918
24010,"","CIRCUITO COORDILLERA",86.776474,657270.269050,2301951.694502,657323.135482,2301920.051750,657284.727932,2301910.786313
24011,"","CIRCUITO COORDILLERA",49.300037,657305.384698,2301964.814630,657321.206138,2301918.122278,657313.295432,2301941.468458
24012,"","CIRCUITO SIERRA",85.231069,657340.114554,2301975.619494,657390.665722,2301942.818982,657354.596944,2301935.540270
24013,"","CIRCUITO SIERRA",50.903476,657374.072570,2301989.897254,657391.437562,2301942.047270,657382.755066,2301965.972262
24014,"","CIRCUITO MONTAÑA",86.649226,657409.960058,2302000.702118,657461.283066,2301965.586342,657424.361833,2301959.841244
24015,"","CIRCUITO MONTAÑA",49.425197,657445.075834,2302012.278694,657461.283066,2301965.586342,657453.179450,2301988.932518
24016,"","CIRCUITO LOMA",87.747907,657479.805562,2302025.784742,657531.900410,2301989.511334,657494.477479,2301984.436723
24017,"","ANDADOR CAÑADA",34.419803,657256.763002,2301991.826726,657268.339578,2301959.412134,657262.551290,2301975.619430
24018,"","PRIVADA BELLA VISTA",65.716367,657221.261434,2301986.038438,657197.722234,2302047.394342,657209.491834,2302016.716390
24019,"","CIRCUITO CENIT",98.249802,657289.563386,2302010.735142,657234.767482,2302057.427494,657273.118099,2302057.025621
24020,"","CIRCUITO CENIT",61.137303,657233.995642,2302056.269862,657253.675898,2301998.386726,657243.835770,2302027.328294
24021,"","CIRCUITO MIRADOR",97.640539,657360.566522,2302034.274214,657306.156538,2302082.510118,657344.051500,2302080.216273
24022,"","CIRCUITO MIRADOR",63.830223,657304.227066,2302081.352486,657325.450874,2302021.154086,657314.838970,2302051.253286
24023,"","CIRCUITO COLINA",95.555073,657429.640314,2302059.742758,657376.773754,2302106.049190,657413.897513,2302104.852150
24024,"","CIRCUITO COLINA",60.042324,657374.458490,2302104.119718,657394.138746,2302047.394342,657384.298618,2302075.757030
24025,"","CIRCUITO CIMA",61.262501,657464.756090,2302071.705254,657444.689914,2302129.588262,657454.723002,2302100.646758
24026,"","CIRCUITO CIMA",93.725651,657450.092282,2302131.903654,657499.871738,2302081.352486,657484.454193,2302125.606567
24027,"","CALLE CUSPIDE",40.028242,657507.203578,2302060.128678,657545.020538,2302073.248806,657526.112058,2302066.688742
24028,"","CUSPIDE ORIENTE",37.125471,657498.328186,2302080.966566,657511.448314,2302046.236710,657504.888235,2302063.601632
24029,"","CIRCUITO LOMA",52.849641,657512.991866,2302040.448422,657530.742650,2301990.668966,657521.867258,2302015.558694
24030,"","BELLA VISTA",107.197483,657156.818298,2301926.611750,657164.921850,2302033.502502,657160.870078,2301980.057125
24031,"","ALESSI",95.278383,660073.227644,2302621.396774,659979.476732,2302604.404518,660026.352188,2302612.900646
24032,"","NAPOLES",118.152907,660012.289532,2302487.215910,659980.062716,2302600.888870,659996.176124,2302544.052390
24033,"","CATANIA PTE",97.388381,659994.747900,2302560.092582,660088.681852,2302585.800742,660041.714876,2302572.946662
24034,"","MARINA PTE",99.240334,660005.294844,2302520.870950,660100.876796,2302547.568038,660053.085820,2302534.219494
24035,"","CAPRI",141.212507,660011.886716,2302483.956518,660148.008700,2302521.530150,660079.947708,2302502.743334
24036,"","CASTELO",56.863022,660062.314492,2302495.162662,660077.805308,2302440.450342,660070.059900,2302467.806502
24037,"","FLORA",183.416402,660078.134908,2302461.214630,660255.126397,2302509.335206,660166.630652,2302485.274918
24038,"","CATANIA OTE",93.847814,660134.824956,2302598.984486,660225.792637,2302622.055974,660180.308796,2302610.520230
24039,"","ROCELLA",116.711726,660134.495356,2302598.325286,660163.499516,2302485.274918,660148.997436,2302541.800102
24040,"","MARINA OTE",94.758981,660146.690300,2302560.751782,660237.987581,2302586.130342,660192.338951,2302573.441025
24041,"","CAPRI OTE",93.458648,660154.600444,2302523.178150,660244.908925,2302547.238438,660199.754685,2302535.208294
24042,"","TIRRENA",68.860492,660226.781309,2302621.067174,660245.568125,2302554.818982,660236.174754,2302587.943089
24043,"","ASTORIA",132.250650,660112.083068,2302515.597478,660077.146108,2302643.149990,660094.614588,2302579.373734
24044,"","FERRARI",38.654419,660108.970236,2302536.618150,660146.470524,2302545.993254,660127.720380,2302541.305702
24045,"","AV. VALENTIN VIDRIO ARCE",369.236720,663577.892352,2306012.033193,663734.236160,2305677.530025,663656.064256,2305844.781609
24046,"","CIRCUITO ORO",118.955718,663441.585792,2305970.130473,663490.290944,2305861.602729,663465.938368,2305915.866601
24047,"","CENTENARIO",76.280121,663487.643904,2305969.601065,663519.408128,2305900.249129,663503.526016,2305934.925097
24048,"","CIRCUITO ORO",86.448520,663452.703360,2305953.718953,663531.055104,2305990.247721,663491.879232,2305971.983337
24049,"","CIRCUITO ORO",119.359105,663524.702208,2306007.718057,663575.524992,2305899.719721,663550.113600,2305953.718889
24050,"","ORO",37.171545,663548.525440,2305966.954025,663581.877888,2305983.365545,663565.201664,2305975.159785
24051,"","CIRCUITO ZAFIRO",123.187387,663491.349760,2305855.779241,663535.819648,2305740.898601,663513.584704,2305798.338921
24052,"","CIRCUITO ZAFIRO",94.028321,663499.290880,2305839.897129,663584.524800,2305879.602345,663541.907840,2305859.749737
24053,"","CIRCUITO ZAFIRO",70.081644,663577.113216,2305894.425769,663608.877440,2305831.956009,663592.995328,2305863.190889
24054,"","CIRCUITO ZAFIRO",89.558497,663572.348544,2305771.604009,663538.996096,2305854.720425,663555.672320,2305813.162217
24055,"","CIRCUITO ZAFIRO",52.560509,663553.819392,2305821.897385,663600.936320,2305845.191209,663577.377856,2305833.544297
24056,"","ZAFIRO",38.355199,663597.230592,2305858.426281,663631.641728,2305875.367209,663614.436160,2305866.896745
24057,"","CIRCUITO AMATISTA",105.383252,663538.466688,2305731.369385,663633.759360,2305776.368681,663586.113024,2305753.869033
24058,"","CIRCUITO AMATISTA",135.449731,663627.936000,2305790.662569,663686.170368,2305668.370345,663657.053184,2305729.516457
24059,"","ESTOCOLMO",64.641423,663590.877696,2305711.252009,663649.112064,2305739.310377,663619.994887,2305725.281177
24060,"","CIRCUITO AMATISTA",102.857048,663540.584320,2305729.781161,663576.583808,2305633.429673,663558.584064,2305681.605417
24061,"","CIRCUITO AMATISTA",109.226723,663569.701504,2305656.194089,663674.523520,2305686.899497,663622.112512,2305671.546793
24062,"","OSLO",82.783556,663577.642624,2305747.251497,663607.289216,2305669.958569,663592.465914,2305708.605031
24063,"","AMATISTA",36.937068,663667.111808,2305716.546089,663699.934848,2305733.487017,663683.523328,2305725.016553
24064,"","VALLE DE COLOTLAN",771.066576,663562.289920,2305623.371049,664317.748992,2305651.958825,663934.838268,2305696.833049
24065,"","CIRCUITO ESMERALDA",115.149984,663625.818368,2305987.071401,663739.855360,2305971.100073,663682.836864,2305979.085737
24066,"","CIRCUITO CUARZO",125.181293,663986.342272,2305935.719209,664110.222720,2305917.719465,664048.282496,2305926.719337
24067,"","AV. VALLE DE ZAPOPAN",272.763671,664018.106496,2305686.370089,663972.577792,2305955.307177,663995.342116,2305820.838628
24068,"","LOPEZ MATEOS",941.614448,655668.834808,2304246.579752,655774.390008,2305181.598505,655718.852362,2304714.559182
24069,"","PASEO DE LAS AMAPOLAS",454.292982,655601.853944,2304526.712104,655647.865976,2304978.668968,655624.860031,2304752.690529
24070,"","PASEO DE LOS LAURELES",550.330944,655567.716088,2305080.340649,655506.861432,2304533.391272,655538.313737,2304806.753176
24071,"","PASEO DE LAS AZUCENAS",546.771550,655456.930040,2304536.220584,655516.637944,2305079.722281,655486.783938,2304807.971438
24072,"","PASEO DE LAS GARDENIAS",650.003817,655426.098168,2305088.627753,655351.143032,2304442.975144,655390.179500,2304765.617079
24073,"","PASEOS DE LAS ROSAS",663.429499,655259.861112,2304434.069544,655336.300408,2305093.080617,655297.949483,2304763.590313
24074,"","PASEO DE LOS LIRIOS",461.326519,655239.823608,2305097.533353,655190.100984,2304638.897320,655215.644505,2304868.140872
24075,"","PASEO DE LOS PINOS",666.545316,655117.372280,2304437.780136,655188.616696,2305100.501929,655152.498058,2304769.192538
24076,"","PASEO LOS ROBLES",835.077328,655689.403000,2304521.805736,654855.579128,2304567.542952,655272.491059,2304544.674248
24077,"","PASEO LOS SAUCES",214.062828,655729.258104,2304610.201640,655942.991353,2304598.327592,655836.124728,2304604.264616
24078,"","PASEO LOS SAUCES",738.298106,655691.656824,2304614.159656,654954.474872,2304654.729384,655323.049781,2304634.156430
24079,"","PASEO DE LAS PALMAS",273.506772,655728.268536,2304703.215144,656001.372281,2304688.372648,655864.820408,2304695.793896
24080,"","PASEO DE LAS PALMAS",709.536498,655705.509880,2304706.183720,654997.023608,2304744.774440,655351.266743,2304725.479054
24081,"","PASEO GALEANAS",667.986241,655722.331512,2304796.228776,655055.404408,2304833.830056,655388.867954,2304815.029308
24082,"","PASEO DE LOS JAZMINES",645.174644,655098.942712,2305010.951592,655743.111160,2304975.329320,655421.171120,2304995.754564
