"OBJECTID","TIPO","NOMBRE","SHAPE_Length","INICIOX","INICIOY","FINALX","FINALY","CENTROIDEX","CENTROIDEY"
10147,"","CAMICHINES",104.612758,672136.337288,2297162.355617,672238.939912,2297141.946529,672187.638600,2297152.151073
10148,"","PASEO DE LOS MEMBRILLOS",70.325886,672122.031880,2297072.544929,672110.969480,2297003.094561,672116.500680,2297037.819745
10149,"","PASEO DE LOS MEMBRILLOS",37.980799,672128.006280,2297110.052897,672122.031880,2297072.544929,672125.019080,2297091.298913
10150,"","PASEO DE LOS MEMBRILLOS",52.962063,672136.337288,2297162.355617,672128.006280,2297110.052897,672132.171784,2297136.204257
10151,"","PASEO DE LOS MEMBRILLOS",46.838456,672143.704968,2297208.610977,672136.337288,2297162.355617,672140.021128,2297185.483297
10152,"","PASEO DE LOS MEMBRILLOS",103.259123,672089.786760,2296904.166945,672110.969480,2297003.094561,672102.691936,2296952.133036
10153,"","PASEO DE LOS PERONES",58.716291,672076.410376,2296821.690529,672071.419656,2296763.186721,672073.915016,2296792.438625
10154,"","PASEO DE LOS LAURELES",65.126591,672076.410376,2296821.690529,672141.526408,2296820.517793,672108.968392,2296821.104161
10155,"","PASEO DE LOS CIRUELOS",67.146142,671735.801095,2297362.010529,671801.744263,2297349.357345,671768.772679,2297355.683937
10156,"","PASEO DE LOS PARAISOS",70.413468,671695.851911,2297044.883489,671733.782919,2297104.207137,671714.817415,2297074.545313
10157,"","PASEO DE LOS PARAISOS",61.669196,671695.851911,2297044.883489,671663.170951,2296992.617121,671679.152954,2297018.986574
10158,"","PASEO DE LOS PARAISOS",101.506494,671768.602247,2297136.062625,671834.392839,2297213.361825,671801.497543,2297174.712225
10159,"","PASEO DE LOS ZAPOTES",56.085257,671906.775047,2297212.945185,671958.035335,2297190.186913,671932.405190,2297201.566046
10160,"","PASEO DE LOS TABACHINES",85.585391,671984.220551,2297225.826721,671958.035335,2297190.186913,671982.799683,2297225.085938
10161,"","PASEO DE LOS ROBLES",38.862985,671859.674631,2297014.057633,671891.271815,2296991.431329,671875.473223,2297002.744481
10162,"","PASEO DE LOS ROBLES",23.717258,671840.391559,2297027.866017,671859.674631,2297014.057633,671850.033095,2297020.961825
10163,"","PASEO DE LOS ROBLES",62.109420,671789.894151,2297064.026657,671840.391559,2297027.866017,671815.142855,2297045.946337
10164,"","PASEO DE LOS ROBLES",69.014066,671733.782919,2297104.207137,671789.894151,2297064.026657,671761.838535,2297084.116897
10165,"","PASEO DE LOS ROBLES",28.959924,671998.893575,2296940.317217,672025.803272,2296929.614625,672012.348424,2296934.965921
10166,"","PASEO DE LOS ROBLES",3.665615,671995.487495,2296941.671969,671998.893575,2296940.317217,671997.190535,2296940.994593
10167,"","PASEO DE LOS LAURELES",159.373035,671827.835399,2296955.552033,671695.851911,2297044.883489,671761.845974,2297000.221147
10168,"","PASEO DE LOS LAURELES",4.729195,671900.244743,2296904.539937,671903.231495,2296900.873249,671901.738119,2296902.706593
10169,"","PASEO DE LOS LAURELES",88.668062,671900.244743,2296904.539937,671827.835399,2296955.552033,671864.274479,2296930.299315
10170,"","PASEO DE LOS LAURELES",1.133643,671988.134791,2296831.509025,671989.001479,2296830.778273,671988.568135,2296831.143649
10171,"","ROBLE DEL",84.644455,671910.835975,2296943.749665,671995.416199,2296940.452769,671953.126087,2296942.101217
10172,"","PASEO DE LOS FRESNOS",56.342777,671995.416199,2296940.452769,671992.126471,2296884.206113,671993.771329,2296912.329441
10173,"","PASEO DE LOS FRESNOS",1.221282,671995.487495,2296941.671969,671995.416199,2296940.452769,671995.451847,2296941.062369
10174,"","PASEO DE LOS ABEDULES",77.235933,671995.995015,2296884.206113,671918.955271,2296889.707681,671957.475192,2296886.957580
10175,"","PASEO DE LOS ROSALES",58.263927,671903.231495,2296900.873249,671874.629255,2296850.113057,671888.930375,2296875.493153
10176,"","PASEO DE LOS GUAMUCHILES",66.608122,671859.674631,2297014.057633,671827.835399,2296955.552033,671843.755015,2296984.804833
10177,"","PASEO DE LOS OCOTES",36.887620,671844.830087,2296800.716705,671875.218567,2296779.806497,671860.024327,2296790.261601
10178,"","PASEO DE LOS OCOTES",25.004572,671824.231047,2296814.890913,671844.830087,2296800.716705,671834.530567,2296807.803809
10179,"","PASEO DE LOS OCOTES",37.233506,671793.557639,2296835.997217,671824.231047,2296814.890913,671808.894343,2296825.444065
10180,"","PASEO DE LOS OCOTES",31.055235,671767.973895,2296853.601185,671793.557639,2296835.997217,671780.765767,2296844.799201
10181,"","PASEO DE LOS OCOTES",66.326190,671713.333639,2296891.199137,671767.973895,2296853.601185,671740.653767,2296872.400161
10182,"","ATOTONILCO",141.320180,672492.078472,2293341.891230,672630.120200,2293311.627806,672561.099336,2293326.759518
10183,"","ATOTONILCO",25.070631,672689.048200,2293298.814366,672664.537736,2293304.082334,672676.782248,2293301.397921
10184,"","ATOTONILCO",27.139518,672785.691912,2293278.669726,672812.248200,2293273.073566,672798.970056,2293275.871646
10185,"","ATOTONILCO",35.624433,672750.833032,2293286.015390,672785.691912,2293278.669726,672768.262472,2293282.342558
10186,"","ATOTONILCO",63.096713,672750.833032,2293286.015390,672689.048200,2293298.814366,672719.948135,2293292.450968
10187,"","VALLADOLID",65.923416,672651.436808,2293215.262877,672641.817224,2293150.045085,672646.627016,2293182.653981
10188,"","VALLADOLID",89.780454,672664.537736,2293304.082334,672651.436808,2293215.262877,672657.987272,2293259.672606
10189,"","VALLADOLID",70.325280,672632.366088,2293080.402205,672641.817224,2293150.045085,672636.686233,2293115.258821
10190,"","VALLADOLID",69.190951,672633.154824,2292942.085533,672637.207176,2293011.157149,672635.209541,2292976.619396
10191,"","GARIN EULOGIO",65.658086,672782.404488,2293218.967325,672778.794760,2293153.408541,672780.599624,2293186.187933
10192,"","GARIN EULOGIO",59.792840,672785.691912,2293278.669726,672782.404488,2293218.967325,672784.048200,2293248.818525
10193,"","GARIN EULOGIO",69.091066,672766.081160,2293015.426333,672773.606536,2293083.924765,672770.769684,2293049.495909
10194,"","CRUZ DE SEVILLA",105.490305,672531.754888,2293008.325277,672637.207176,2293011.157149,672584.481032,2293009.741213
10195,"","CRUZ DE SEVILLA",128.945789,672766.081160,2293015.426333,672637.207176,2293011.157149,672701.648837,2293013.140692
10196,"","SALAS RUPERTO",123.187946,672633.154824,2292942.085533,672756.243976,2292945.020189,672694.700958,2292943.400744
10197,"","SALAS RUPERTO",106.379012,672526.922888,2292936.964381,672633.154824,2292942.085533,672580.038966,2292939.758285
10198,"","PRESA PILAR",137.018824,672641.817224,2293150.045085,672778.794760,2293153.408541,672710.305992,2293151.726813
10199,"","MARTINEZ JESUS",131.020060,672651.436808,2293215.262877,672782.404488,2293218.967325,672716.920648,2293217.115101
10200,"","GARIN EULOGIO",71.204882,672766.081160,2293015.426333,672756.243976,2292945.020189,672760.702935,2292980.325018
10201,"","GARIN EULOGIO",69.682428,672778.794760,2293153.408541,672773.606536,2293083.924765,672776.467642,2293118.648306
10202,"","VALLADOLID",69.534991,672632.366088,2293080.402205,672637.207176,2293011.157149,672634.678144,2293045.767953
10203,"","MAZAMITLA",89.274354,672850.349448,2293445.749278,672830.557832,2293358.697502,672840.372763,2293402.241309
10204,"","YAHUALICA",45.684744,672792.880008,2293587.407774,672837.812232,2293579.149982,672815.346120,2293583.278878
10205,"","YAHUALICA",51.286998,672742.420360,2293596.578974,672792.880008,2293587.407774,672767.658913,2293592.043010
10206,"","YAHUALICA",58.889824,672684.437640,2293606.836638,672742.420360,2293596.578974,672713.382037,2293601.455308
10207,"","YAHUALICA",107.522186,672578.294536,2293623.975326,672684.437640,2293606.836638,672631.384749,2293615.508656
10208,"","COCULA",88.121857,672768.145672,2293372.419870,672750.833032,2293286.015390,672759.489352,2293329.217630
10209,"","COCULA",54.680795,672781.564168,2293513.128990,672785.362056,2293459.323550,672785.372467,2293486.422128
10210,"","COCULA",75.167486,672792.880008,2293587.407774,672781.564168,2293513.128990,672787.896842,2293550.175230
10211,"","MAZA DE JUAREZ MARGARITA",88.849938,672630.120200,2293311.627806,672646.959240,2293398.867358,672638.514772,2293355.252444
10212,"","AGUA AZUL",11.832854,672526.922888,2292936.964381,672526.123528,2292925.158557,672526.523208,2292931.061469
10213,"","CANTERA",141.285907,672632.366088,2293080.402205,672773.606536,2293083.924765,672702.982690,2293082.281836
10214,"","CANTERA",96.042639,672536.395656,2293076.864797,672632.366088,2293080.402205,672584.382608,2293078.496495
10215,"","AGUA AZUL PRIV.",111.251215,672559.846664,2293182.592541,672524.793608,2293077.007901,672542.320136,2293129.800221
10216,"","RIO ARANDAS",120.919975,672667.326984,2293512.819870,672546.411144,2293513.819934,672606.869064,2293513.319902
10217,"","RIO ARANDAS",44.699826,672826.176520,2293510.387614,672781.564168,2293513.128990,672803.871881,2293511.809473
10218,"","MAZAMITLA",21.992222,672820.106632,2293474.516638,672816.437384,2293452.832670,672818.272008,2293463.674654
10219,"","GUELATAO",88.799058,672706.153352,2293385.948958,672689.048200,2293298.814366,672697.702291,2293342.362327
10220,"","GUELATAO",40.946308,672728.789256,2293512.937758,672721.939208,2293472.571038,672725.567109,2293492.719751
10221,"","GUADALAJARA",63.908436,672830.557832,2293358.697502,672768.145672,2293372.419870,672799.299782,2293365.315900
10222,"","GARIN CRESENCIO",109.302888,672461.264904,2293610.572830,672568.750344,2293590.723358,672515.007624,2293600.648094
10223,"","SALTILLO A",80.085298,672568.750344,2293590.723358,672546.411144,2293513.819934,672557.703084,2293552.234764
10224,"","CANTERA",108.558470,672882.141832,2293086.163997,672773.606536,2293083.924765,672827.873545,2293085.073873
10225,"","YAHUALICA",96.879491,672839.242888,2293587.604894,672934.763656,2293571.436446,672887.003272,2293579.520670
10226,"","RIO ARANDAS",96.979003,672829.257352,2293528.593694,672924.947592,2293512.835998,672877.102472,2293520.714846
10227,"","PRESA PILAR",40.666544,672842.366728,2293152.282525,672883.010696,2293150.927645,672862.688712,2293151.605085
10228,"","CRUZ DE SEVILLA",115.172921,672881.225736,2293017.892125,672766.081160,2293015.426333,672823.648742,2293016.848020
10229,"","SALAS RUPERTO",123.984755,672880.115976,2292948.975133,672756.243976,2292945.020189,672818.172102,2292946.523326
10230,"","ATOTONILCO",72.600329,672812.248200,2293273.073566,672883.288328,2293258.103326,672847.768264,2293265.588446
10231,"","SAN JUAN DE LOS LAGOS",62.539783,672850.349448,2293445.749278,672911.568008,2293432.962078,672880.958728,2293439.355678
10232,"","CARDENAS LAZARO",97.285285,672820.106632,2293474.516638,672916.232712,2293460.809246,672868.157240,2293466.950542
10233,"","GUADALAJARA",67.275713,672830.557832,2293358.697502,672896.679304,2293346.629662,672863.539599,2293352.086264
10234,"","GUELATAO",96.073343,672742.420360,2293596.578974,672759.544200,2293691.090334,672750.684462,2293643.899440
10235,"","COCULA",93.663649,672792.880008,2293587.407774,672809.177352,2293679.640990,672800.965727,2293633.534711
10236,"","MAZA DE JUAREZ MARGARITA",97.981779,672700.048648,2293703.450398,672684.437640,2293606.836638,672692.935048,2293654.978716
10237,"","ROJO GOMEZ JAVIER",97.820567,672852.949000,2293670.230174,672948.546952,2293649.505566,672900.768373,2293659.957713
10238,"","ZAPOTLAN",49.710107,672963.533064,2293696.902942,672948.546952,2293649.505566,672956.040008,2293673.204254
10239,"","MAZAMITLA",83.754755,672852.949000,2293670.230174,672839.242888,2293587.604894,672846.213383,2293628.898029
10240,"","RIO AMECA",99.227788,673054.820744,2293629.160350,673056.179592,2293728.078622,673056.465819,2293678.465571
10241,"","CRESENCIO GARIN ANDADOR",71.816025,672522.076680,2293750.605982,672497.160968,2293683.250590,672509.618824,2293716.928286
10242,"","SALTILLO A",100.252676,672610.766088,2293739.422750,672583.730696,2293642.914974,672597.559866,2293691.095923
10243,"","CAMPIRANO",41.241981,673248.350985,2293158.955165,673283.474569,2293137.339549,673265.912777,2293148.147357
10244,"","CUAUHTEMOC",101.047865,673226.165257,2293204.491293,673312.495625,2293151.977117,673269.330441,2293178.234205
10245,"","SANCHEZ GRACIANO",100.498141,673260.675849,2293689.826846,673161.708937,2293706.941086,673211.256874,2293698.922673
10246,"","CINTA ALBERTO",99.127437,673162.093833,2293750.351262,673259.601673,2293732.612894,673210.796221,2293741.249452
10247,"","LIBERTADORES",10.754331,672898.488840,2294379.407007,672899.350664,2294390.126751,672898.919752,2294384.766879
10248,"","SALTO EL",32.319711,673529.068681,2294429.831071,673545.639305,2294402.082591,673537.353993,2294415.956831
10249,"","DIECIOCHO DE MARZO",41.022162,673681.577737,2294453.740319,673686.845065,2294413.111071,673683.372660,2294433.307925
10250,"","SANDOVAL TOMAS",80.744921,673621.842697,2294410.242335,673545.639305,2294402.082591,673581.873938,2294415.514189
10251,"","HUERTA DE LA",181.231103,673424.315017,2294282.218270,673529.068681,2294429.831071,673477.491698,2294355.449532
10252,"","ZAPOPAN",119.263442,673017.834504,2294384.572063,672911.569928,2294437.692191,672963.953678,2294410.121989
10253,"","VILLA FRANCISCO",155.898421,672734.445320,2294437.868447,672726.273416,2294282.184350,672730.359368,2294360.026399
10254,"","GUERRERO VICENTE",202.108153,672629.725064,2294295.402526,672634.856200,2294497.445535,672632.290632,2294396.424031
10255,"","GUERRERO VICENTE",137.412291,672562.540680,2294302.270622,672566.566280,2294426.989983,672582.089144,2294368.137094
10256,"","LARA SEVERIANO",112.773214,672638.644872,2295916.538784,672652.734216,2296028.381344,672646.243788,2295972.411013
10257,"","PABLO HIPOLITO",103.767860,672949.904264,2295856.545056,672983.160968,2295954.829856,672966.757840,2295905.607101
10258,"","VILLA NOGALES",119.918540,673043.931400,2295934.214688,673013.686664,2295818.172832,673028.809028,2295876.193761
10259,"","RODRIGUEZ MARIA FELIPA",111.480845,672866.171784,2295988.006560,672852.247048,2295877.719328,672859.013588,2295932.913681
10260,"","BELTRAN PILAR DE",111.275508,672763.608200,2296007.899040,672746.478472,2295898.047136,672756.362796,2295952.752813
10261,"","ESPINOZA IGNACIO",134.908004,672638.644872,2295916.538784,672506.273928,2295942.543264,672572.383133,2295929.160715
10262,"","SALTILLO A",111.914548,672506.273928,2295942.543264,672493.281672,2295831.570592,672502.550056,2295886.710036
10263,"","ORTIGOZA VICENTE",29.281868,673308.505481,2292747.709725,673281.314313,2292758.575645,673294.909897,2292753.142685
10264,"","FUENTES LAS",82.533913,672961.379592,2292892.905885,672878.889736,2292890.523805,672920.149192,2292891.171702
10265,"","FUENTES LAS",4.253498,673031.894792,2292892.052765,673036.073480,2292891.258525,673033.984136,2292891.655645
10266,"","CAPITEL",73.878746,673031.894792,2292892.052765,673021.886472,2292818.855069,673026.890632,2292855.453917
10267,"","CANTEROS",70.250054,672952.277896,2292828.326941,673021.886472,2292818.855069,672987.082184,2292823.591005
10268,"","FUENTES LAS",70.568505,672961.379592,2292892.905885,673031.894792,2292892.052765,672996.657256,2292892.742465
10269,"","CANTEROS",54.362805,672952.277896,2292828.326941,672939.486984,2292775.490333,672945.882440,2292801.908637
10270,"","CANTEROS",65.299851,672961.379592,2292892.905885,672952.277896,2292828.326941,672956.720800,2292860.640819
10271,"","BELENES",91.711151,672878.889736,2292890.523805,672873.426568,2292798.975517,672876.158152,2292844.749661
10272,"","PREDIO AGUA AZUL",34.657866,672493.309448,2292539.144733,672524.312072,2292554.636829,672508.810760,2292546.890781
10273,"","PREDIO AGUA AZUL",9.090214,672533.306504,2292554.407453,672524.312072,2292554.636829,672528.771489,2292554.710172
10274,"","12 DE OCTUBRE",81.782862,672493.309448,2292539.144733,672519.591560,2292461.699997,672506.450504,2292500.422365
10275,"","CORPEÑA",20.116698,672777.019144,2292560.261661,672766.716040,2292542.983709,672771.867592,2292551.622685
10276,"","ORTIGOZA VICENTE",59.792196,673281.314313,2292758.575645,673227.746569,2292785.138845,673254.530441,2292771.857245
10277,"","CANTEROS",59.476465,672967.922824,2292951.872029,672961.379592,2292892.905885,672965.501098,2292922.324398
10278,"","GARIN EULOGIO",98.654150,672737.337992,2292848.693917,672756.243976,2292945.020189,672750.017789,2292896.156599
10279,"","VALLADOLID",54.010549,672633.154824,2292942.085533,672628.929160,2292888.240541,672631.041992,2292915.163037
10280,"","MURALLA",55.931453,673007.155336,2292951.471773,672995.257736,2292896.820381,673001.206536,2292924.146077
10281,"","BELENES",58.468655,672880.115976,2292948.975133,672878.889736,2292890.523805,672879.618416,2292919.745040
10282,"","CAÑADAS LAS",177.056710,671364.077319,2299741.299364,671394.090247,2299907.815204,671404.577621,2299820.020360
10283,"","CASALS PABLO",22.524284,671491.354119,2299215.364131,671511.621383,2299205.536547,671501.487751,2299210.450339
10284,"","CASALS PABLO",177.500923,671491.354119,2299215.364131,671340.418951,2299308.676515,671415.313485,2299261.129472
10285,"","MALINALI",47.935929,671777.649543,2298216.384290,671733.154695,2298234.037026,671755.284989,2298224.833038
10286,"","MALINALI",6.392169,671783.875719,2298214.946978,671777.649543,2298216.384290,671780.777120,2298215.726096
10287,"","MALINALI",42.863782,671783.875719,2298214.946978,671825.119111,2298203.352098,671804.570639,2298209.375062
10288,"","MALINALI",51.238956,671686.527751,2298255.262114,671733.154695,2298234.037026,671709.867817,2298244.712966
10289,"","CORREGIDORA",32.541696,672140.181128,2297666.558114,672166.623496,2297647.590690,672153.402312,2297657.074402
10290,"","CORREGIDORA",12.537896,672129.993224,2297673.866018,672140.181128,2297666.558114,672135.087176,2297670.212066
10291,"","CORREGIDORA",48.696378,672090.424200,2297702.249634,672129.993224,2297673.866018,672110.208712,2297688.057826
10292,"","CORREGIDORA",14.778247,672178.631816,2297638.976930,672166.623496,2297647.590690,672172.627656,2297643.283810
10293,"","INDIGENA",40.747540,672310.483080,2297544.225697,672276.966920,2297567.399586,672293.725000,2297555.812642
10294,"","COMITL",5.242909,672257.289352,2297840.566690,672261.243144,2297837.123490,672259.266248,2297838.845090
10295,"","COMITL",21.678459,672257.289352,2297840.566690,672240.863112,2297854.671650,672249.115243,2297847.685176
10296,"","DELLI",60.697024,672188.289032,2298005.134498,672164.585736,2297949.257122,672176.448519,2297977.191090
10297,"","DELLI",61.387627,672212.126216,2298061.704354,672188.289032,2298005.134498,672200.247936,2298033.402763
10298,"","MALINALLI",261.885049,672212.126216,2298061.704354,671964.757767,2298147.600290,672088.368979,2298104.400601
10299,"","MALINALLI",92.552302,672299.354760,2298031.326754,672212.126216,2298061.704354,672255.736119,2298046.400339
10300,"","CHICHEN ITZA",39.381313,672235.059464,2298119.274658,672198.113928,2298132.909730,672216.586693,2298126.092187
10301,"","CHICHEN ITZA",93.426211,672235.059464,2298119.274658,672322.908296,2298087.551906,672278.883281,2298103.100996
10302,"","MAHAI",93.156553,672339.359880,2298126.568610,672322.908296,2298087.551906,672356.972021,2298169.688772
10303,"","MAHAI",62.445684,672299.354760,2298031.326754,672275.146248,2297973.764514,672287.250504,2298002.545634
10304,"","MAHAI",60.959686,672299.354760,2298031.326754,672322.908296,2298087.551906,672311.170986,2298059.422975
10305,"","PACHTLI",92.397609,672275.146248,2297973.764514,672188.289032,2298005.134498,672231.526672,2297988.860715
10306,"","PACHTLI",99.752423,672368.923016,2297939.849634,672275.146248,2297973.764514,672322.154835,2297957.180928
10307,"","NEGRI",41.004561,672420.151944,2297984.349730,672450.067208,2298012.377378,672435.143133,2297998.335715
10308,"","NEGRI",72.285940,672368.923016,2297939.849634,672315.489672,2297891.165602,672342.206344,2297915.507618
10309,"","COMITL",96.694235,672386.485896,2297858.846114,672326.862856,2297782.722082,672356.674376,2297820.784098
10310,"","COATLICUE",92.456822,672164.585736,2297949.257122,672250.870024,2297916.041378,672207.727880,2297932.649250
10311,"","TONATIUH",62.181607,672363.074696,2297652.416674,672334.217480,2297597.336610,672348.646088,2297624.876642
10312,"","OXTOTL",13.076059,672150.025352,2297778.904098,672138.681096,2297785.407266,672144.353224,2297782.155682
10313,"","MOJARRO  MARIA",96.161107,672090.424200,2297702.249634,672138.681096,2297785.407266,672114.818263,2297743.666340
10314,"","TLAHUAC",76.071510,672062.960264,2297631.453474,672090.424200,2297702.249634,672076.107214,2297667.144878
10315,"","CAPELLI",216.994284,672057.703816,2297468.077473,672102.753800,2297604.298018,672091.718167,2297571.103134
10316,"","CHOLOLLAN",180.423675,672170.830728,2297434.054177,672222.273672,2297606.417058,672196.384914,2297520.548466
10317,"","PRIV. SAN JOAQUIN",32.675404,672287.995144,2297461.165985,672301.614856,2297490.693665,672294.305667,2297476.082154
10318,"","TONATIUH",47.771825,672254.339208,2297525.326625,672276.966920,2297567.399586,672265.653064,2297546.363105
10319,"","NEGRI",88.057446,672127.805576,2297536.245281,672111.380360,2297449.733281,672119.592968,2297492.989281
10320,"","NEGRI",116.727386,672127.805576,2297537.506849,672166.623496,2297647.590690,672147.214533,2297592.548770
10321,"","CAPELLI",102.592828,672189.052680,2297756.762658,672140.181128,2297666.558114,672164.616904,2297711.660386
10322,"","NEGRI",105.159208,672261.243144,2297837.123490,672211.010440,2297744.737698,672236.126792,2297790.930594
10323,"","CAPELLI",110.772251,672240.863112,2297854.671650,672189.052680,2297756.762658,672214.957896,2297805.717154
10324,"","OXTOTL",52.934197,672363.074696,2297652.416674,672408.008968,2297624.445602,672385.474927,2297638.319263
10325,"","OXTOTL",99.945284,672278.042888,2297704.848034,672363.074696,2297652.416674,672320.780684,2297679.033990
10326,"","OXTOTL",78.063097,672211.010440,2297744.737698,672278.042888,2297704.848034,672244.204730,2297724.204777
10327,"","OXTOTL",25.041621,672189.052680,2297756.762658,672211.010440,2297744.737698,672200.095563,2297750.861350
10328,"","OXTOTL",52.342446,672092.473992,2297809.914914,672138.681096,2297785.407266,672115.451665,2297797.448023
10329,"","OSORIO IRINEO",84.195199,672060.647048,2296149.025440,672077.712136,2296231.471776,672069.259452,2296190.232653
10330,"","OSORIO IRINEO",98.184725,672085.241480,2296361.210912,672081.694216,2296263.491488,672084.937227,2296312.178601
10331,"","GARCIA JUAN",109.844630,672384.947720,2296079.825184,672366.977544,2295971.482912,672375.595067,2296025.724953
10332,"","VELAZQUEZ SALVADOR",110.506270,672258.299272,2295993.933600,672277.201800,2296102.794400,672267.579378,2296048.398567
10333,"","VELAZQUEZ SALVADOR",222.431016,672277.201800,2296102.794400,672310.233224,2296322.650400,672295.073171,2296212.548169
10334,"","PRIV. 3 ROSAS",67.408550,672287.981704,2296371.330976,672293.884936,2296438.480544,672290.933320,2296404.905760
10335,"","OSORIO IRINEO",112.732031,672101.988104,2296472.692128,672085.241480,2296361.210912,672093.614792,2296416.951520
10336,"","CISNADO PETRONILO",112.733309,672199.347336,2296341.899424,672310.233224,2296322.650400,672254.554951,2296331.423325
10337,"","CISNADO PETRONILO",115.941255,672085.241480,2296361.210912,672199.347336,2296341.899424,672142.557627,2296352.547200
10338,"","MARTINEZ JOSE MARIA",117.506144,672326.939272,2296434.235552,672442.747272,2296414.331552,672384.847697,2296424.309667
10339,"","MARTINEZ JOSE MARIA",79.323405,672215.703304,2296453.152032,672293.884936,2296439.742112,672254.792124,2296446.435275
10340,"","MARTINEZ MARIA INES",108.637559,672186.199048,2296233.734944,672167.346056,2296126.772512,672177.146385,2296180.184848
10341,"","MARTINEZ MARIA INES",112.463928,672215.703304,2296453.152032,672199.347336,2296341.899424,672207.323930,2296397.547897
10342,"","MARTINEZ MARIA INES",112.928319,672232.568584,2296564.813473,672215.703304,2296453.152032,672224.098507,2296508.988594
10343,"","MARTINEZ MARIA INES",91.053095,672259.687176,2296650.568737,672232.568584,2296564.813473,672242.675256,2296609.192955
10344,"","VELAZQUEZ SALVADOR",75.864302,672360.684680,2296620.782625,672343.471368,2296546.943137,672351.668939,2296583.978902
10345,"","JITOMATE",95.849421,672204.464520,2296667.516193,672168.931336,2296578.736161,672189.673382,2296621.931106
10346,"","PASEO DE LAS BUGAMBILIAS",105.299156,672259.687176,2296650.568737,672360.684680,2296620.782625,672310.203539,2296635.733807
10347,"","PASEO DE LAS BUGAMBILIAS",57.765678,672204.464520,2296667.516193,672259.687176,2296650.568737,672232.052038,2296658.963579
10348,"","PASEO DE LOS OCOTES",28.781782,672048.191880,2296647.971233,672026.140552,2296666.464417,672037.216588,2296657.279333
10349,"","PASEO DE LOS PIRULES",82.261262,671992.621703,2296587.317537,672048.191880,2296647.971233,672020.406792,2296617.644385
10350,"","TORRES CASIANO",113.042443,671841.388167,2296194.753696,671952.049543,2296171.674400,671896.718855,2296183.214048
10351,"","TORRES CASIANO",67.257992,671775.546887,2296208.485536,671841.388167,2296194.753696,671808.467527,2296201.619616
10352,"","SANDOVAL URIBE MIGUEL",119.819221,671864.391943,2296312.343968,671841.388167,2296194.753696,671852.890055,2296253.548832
10353,"","SANDOVAL URIBE MIGUEL",112.715087,671819.414535,2296084.201376,671841.388167,2296194.753696,671830.455326,2296139.466835
10354,"","SANDOVAL URIBE MIGUEL",112.794610,671797.038087,2295973.650208,671819.414535,2296084.201376,671808.288620,2296028.912407
10355,"","REYES JACINTO",33.235019,671724.225287,2296184.984352,671728.227591,2296217.977504,671726.226439,2296201.480928
10356,"","ESPINOZA IGNACIO",112.574790,671819.414535,2296084.201376,671929.708423,2296061.654944,671874.561479,2296072.928160
10357,"","ESPINOZA IGNACIO",112.195256,671709.492487,2296106.671776,671819.414535,2296084.201376,671764.453511,2296095.436576
10358,"","ENRIQUEZ PIOQUINTO",111.256373,671688.029703,2295995.902240,671797.038087,2295973.650208,671742.533895,2295984.776224
10359,"","ENRIQUEZ PIOQUINTO",111.697628,671907.269895,2295951.133088,672016.658696,2295928.539936,671961.964295,2295939.836512
10360,"","ENRIQUEZ PIOQUINTO",112.508114,671907.269895,2295951.133088,671797.038087,2295973.650208,671852.155492,2295962.398958
10361,"","MARTINEZ LUCIO",113.165939,672016.658696,2295928.539936,672038.502792,2296039.397280,672028.469374,2295983.876460
10362,"","SANTOS RIVERA",54.145674,671952.049543,2296171.674400,671944.162055,2296225.207456,671947.509345,2296198.342346
10363,"","ESPINOZA IGNACIO",111.047838,671929.708423,2296061.654944,672038.502792,2296039.397280,671984.107369,2296050.534676
10364,"","SANTOS RIVERA",112.264937,671929.708423,2296061.654944,671952.049543,2296171.674400,671940.901883,2296116.660005
10365,"","NAVA TOMAS",112.777967,671907.269895,2295951.133088,671929.708423,2296061.654944,671918.383145,2296006.414963
10366,"","REYES JACINTO",61.616959,671688.029703,2295995.902240,671673.178247,2295936.142368,671681.120133,2295965.909613
10367,"","REYES JACINTO",112.833725,671688.029703,2295995.902240,671709.492487,2296106.671776,671698.614812,2296051.315925
10368,"","REYES JACINTO",79.714252,671724.225287,2296184.984352,671709.492487,2296106.671776,671717.484375,2296145.719442
10369,"","TORRES CASIANO",110.934184,671952.049543,2296171.674400,672060.647048,2296149.025440,672006.348295,2296160.349920
10370,"","ESPINOZA IGNACIO",108.644892,672038.502792,2296039.397280,672144.895368,2296017.389728,672091.699080,2296028.393504
10371,"","MARTINEZ LUCIO",111.972363,672060.647048,2296149.025440,672038.502792,2296039.397280,672048.924953,2296094.280166
10372,"","MARTINEZ JOSE MARIA",59.623138,672043.250696,2296482.923425,672101.988104,2296472.692128,672072.607148,2296477.740804
10373,"","PASEO DE LOS PERONES",101.061928,672087.690760,2296613.755169,672020.489096,2296538.507553,672052.627571,2296577.476162
10374,"","PASEO DE LOS OCOTES",52.261915,672087.690760,2296613.755169,672048.191880,2296647.971233,672068.120850,2296631.069662
10375,"","PASEO DE LAS BUGAMBILIAS",41.784794,672201.566728,2296668.414497,672161.841288,2296681.368353,672181.690011,2296674.847581
10376,"","PASEO DE LOS OCOTES",120.984911,672026.140552,2296666.464417,671931.182727,2296741.428641,671978.687823,2296703.982089
10377,"","FRIJOL",124.423073,672415.956232,2296732.035873,672360.684680,2296620.782625,672385.397872,2296677.847382
